                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                0.66948,                0.40855,                0.83898,                0.99216,                0.98461,                0.99303,                0.88417,                0.62457,                0.38408,                0.79933,              0.0010329,              0.0010329,              0.0010329
                     58,                0.67313,                0.39904,                0.83627,                0.99272,                0.98389,                0.99315,                0.89075,                0.61278,                0.37067,                0.80008,              0.0010258,              0.0010258,              0.0010258
                     59,                0.66716,                0.38784,                0.83282,                0.99133,                 0.9889,                0.99309,                0.89063,                0.60181,                0.36896,                0.80059,              0.0010187,              0.0010187,              0.0010187
                     60,                0.64457,                0.37799,                0.82844,                0.98884,                0.98855,                0.99314,                0.88245,                0.61143,                0.37552,                0.80166,              0.0010117,              0.0010117,              0.0010117
                     61,                0.61875,                0.39308,                0.84005,                0.98603,                0.98968,                 0.9928,                0.88932,                0.58872,                0.36479,                0.79942,              0.0010046,              0.0010046,              0.0010046
                     62,                0.65056,                0.38739,                0.82962,                0.99158,                0.97775,                 0.9927,                 0.8846,                0.59767,                0.36183,                0.79986,             0.00099751,             0.00099751,             0.00099751
                     63,                0.65435,                0.39071,                0.83707,                0.99233,                0.98138,                 0.9927,                0.87767,                 0.6181,                0.37874,                    0.8,             0.00099044,             0.00099044,             0.00099044
                     64,                0.63819,                0.40867,                0.84888,                0.99422,                0.98677,                0.99319,                0.87902,                0.61756,                 0.3718,                0.79919,             0.00098337,             0.00098337,             0.00098337
                     65,                0.68711,                0.39471,                0.82177,                0.99373,                 0.9862,                0.99327,                0.87279,                0.62151,                0.37541,                0.80287,             0.00097629,             0.00097629,             0.00097629
                     66,                0.67308,                0.39655,                0.83934,                0.99305,                0.98807,                0.99345,                0.87795,                0.60855,                0.38307,                0.80165,             0.00096922,             0.00096922,             0.00096922
                     67,                0.66328,                0.38411,                0.83747,                0.99574,                 0.9916,                0.99339,                0.87587,                0.64745,                0.39045,                  0.802,             0.00096215,             0.00096215,             0.00096215
                     68,                0.67175,                0.39821,                0.84904,                0.99314,                0.99199,                0.99308,                 0.8779,                0.63061,                 0.3819,                0.79784,             0.00095507,             0.00095507,             0.00095507
                     69,                0.66095,                0.39179,                0.84052,                0.99132,                0.98661,                0.99291,                 0.8862,                0.59909,                 0.3682,                0.79757,               0.000948,               0.000948,               0.000948
                     70,                0.64994,                0.39196,                 0.8312,                0.99187,                0.99038,                0.99299,                0.89313,                0.59455,                0.36411,                0.80016,             0.00094093,             0.00094093,             0.00094093
                     71,                0.61365,                0.37803,                0.82922,                0.98225,                 0.9909,                0.99321,                0.89165,                0.58245,                0.35611,                0.80002,             0.00093385,             0.00093385,             0.00093385
                     72,                0.63091,                0.37806,                0.83574,                0.97423,                 0.9895,                0.99351,                0.88967,                0.58471,                0.35996,                0.79826,             0.00092678,             0.00092678,             0.00092678
                     73,                0.62581,                0.36509,                0.83594,                0.97099,                0.99041,                0.99355,                0.89115,                0.59091,                0.36222,                0.79635,              0.0009197,              0.0009197,              0.0009197
                     74,                0.62491,                 0.3647,                0.82787,                0.97724,                0.99039,                0.99364,                0.89822,                0.59105,                0.35432,                0.79797,             0.00091263,             0.00091263,             0.00091263
                     75,                0.63325,                 0.3721,                  0.824,                0.98867,                0.99443,                  0.994,                0.88643,                0.58736,                0.35483,                0.79713,             0.00090556,             0.00090556,             0.00090556
                     76,                 0.6508,                0.37978,                0.83028,                0.99196,                 0.9913,                 0.9939,                0.88826,                0.60037,                0.35946,                0.79594,             0.00089848,             0.00089848,             0.00089848
                     77,                0.64827,                0.37908,                0.82413,                0.99206,                 0.9909,                0.99378,                0.88835,                0.60151,                0.35128,                0.79602,             0.00089141,             0.00089141,             0.00089141
                     78,                0.65136,                0.37958,                0.82562,                0.99196,                0.99157,                0.99388,                0.88909,                 0.5843,                0.35293,                0.79431,             0.00088434,             0.00088434,             0.00088434
                     79,                0.63608,                0.37655,                0.83327,                0.98982,                 0.9877,                 0.9938,                0.89392,                0.57607,                0.35119,                0.78972,             0.00087726,             0.00087726,             0.00087726
                     80,                0.61512,                0.36791,                0.83212,                0.98763,                0.98619,                 0.9936,                0.89696,                0.56515,                0.34298,                0.78865,             0.00087019,             0.00087019,             0.00087019
                     81,                0.62612,                0.36183,                0.82647,                0.99023,                 0.9879,                0.99372,                0.89236,                0.58358,                0.34097,                0.79415,             0.00086312,             0.00086312,             0.00086312
                     82,                0.62428,                0.36212,                0.83504,                0.98643,                0.99042,                0.99389,                0.89618,                0.56476,                0.34036,                0.79271,             0.00085604,             0.00085604,             0.00085604
                     83,                0.62853,                0.37294,                0.83159,                0.98775,                0.98638,                0.99408,                0.89398,                0.55091,                0.33743,                0.79165,             0.00084897,             0.00084897,             0.00084897
                     84,                0.62432,                 0.3702,                0.82436,                 0.9813,                0.98625,                0.99389,                0.89344,                0.58279,                0.34488,                0.79421,              0.0008419,              0.0008419,              0.0008419
                     85,                0.65897,                0.37308,                0.83424,                0.98157,                0.98667,                0.99365,                0.89542,                0.57231,                0.34441,                0.79382,             0.00083482,             0.00083482,             0.00083482
                     86,                0.62014,                0.37132,                0.82941,                0.98376,                0.98589,                0.99372,                0.89959,                0.56122,                0.33861,                0.79129,             0.00082775,             0.00082775,             0.00082775
                     87,                 0.6263,                0.36768,                0.82529,                0.98941,                 0.9895,                0.99398,                0.89835,                0.55947,                0.33232,                0.78992,             0.00082067,             0.00082067,             0.00082067
                     88,                0.62691,                0.36135,                0.84239,                0.99004,                 0.9895,                0.99406,                0.89705,                0.57615,                0.33547,                0.79157,              0.0008136,              0.0008136,              0.0008136
                     89,                0.59988,                0.34992,                0.82775,                 0.9935,                0.98899,                0.99409,                0.90528,                 0.5525,                0.33015,                0.79361,             0.00080653,             0.00080653,             0.00080653
                     90,                0.62827,                0.37155,                0.83095,                0.99233,                0.98801,                0.99394,                 0.9017,                0.56825,                0.33196,                0.79534,             0.00079945,             0.00079945,             0.00079945
                     91,                0.60802,                0.35317,                0.81689,                0.98708,                 0.9881,                0.99355,                 0.9014,                0.54377,                0.32719,                0.79332,             0.00079238,             0.00079238,             0.00079238
                     92,                0.58261,                0.35245,                0.83198,                0.99088,                0.99045,                 0.9936,                0.90231,                0.55102,                 0.3253,                0.79465,             0.00078531,             0.00078531,             0.00078531
                     93,                0.58376,                 0.3449,                0.81883,                0.99268,                0.98836,                0.99386,                0.90521,                0.53921,                0.32429,                0.79361,             0.00077823,             0.00077823,             0.00077823
                     94,                  0.598,                0.35161,                0.82118,                0.99169,                0.98838,                0.99365,                0.90705,                0.54296,                0.32446,                0.79245,             0.00077116,             0.00077116,             0.00077116
                     95,                0.59014,                0.35849,                0.82064,                0.99264,                0.98669,                 0.9936,                0.90452,                 0.5501,                 0.3289,                 0.7895,             0.00076409,             0.00076409,             0.00076409
                     96,                0.60667,                0.35667,                0.81357,                0.99368,                0.98669,                0.99355,                0.90222,                0.56138,                0.32683,                0.78955,             0.00075701,             0.00075701,             0.00075701
                     97,                0.59658,                0.35646,                 0.8198,                0.99326,                0.98739,                0.99339,                0.90439,                0.54034,                0.33512,                0.78675,             0.00074994,             0.00074994,             0.00074994
                     98,                0.59112,                0.37095,                0.82984,                0.99315,                 0.9877,                 0.9933,                0.90657,                0.53258,                0.32852,                0.78699,             0.00074287,             0.00074287,             0.00074287
                     99,                 0.5876,                0.35861,                0.82231,                0.99342,                0.98745,                0.99334,                 0.9052,                0.52788,                0.32599,                0.78681,             0.00073579,             0.00073579,             0.00073579
                    100,                0.58215,                0.34384,                0.82521,                0.99266,                0.98684,                0.99353,                0.90739,                0.51847,                0.32513,                0.78588,             0.00072872,             0.00072872,             0.00072872
                    101,                0.62256,                0.36606,                0.82091,                 0.9871,                 0.9862,                0.99324,                0.89178,                0.58221,                0.33933,                0.79277,             0.00072164,             0.00072164,             0.00072164
                    102,                0.63265,                0.35224,                0.82232,                0.98713,                0.98619,                 0.9932,                0.89156,                0.57096,                0.34126,                0.79278,             0.00071457,             0.00071457,             0.00071457
                    103,                0.61271,                0.36541,                0.82302,                0.99328,                0.98599,                0.99362,                0.88173,                0.61936,                0.35755,                 0.7927,              0.0007075,              0.0007075,              0.0007075
                    104,                0.64236,                0.37101,                0.81907,                0.98658,                0.98872,                0.99344,                0.89355,                0.57863,                0.34787,                0.79058,             0.00070042,             0.00070042,             0.00070042
                    105,                0.62891,                0.35907,                0.82881,                0.98466,                0.98937,                0.99339,                0.90274,                0.54877,                0.33555,                0.78866,             0.00069335,             0.00069335,             0.00069335
                    106,                0.60907,                0.35006,                0.81699,                0.98165,                 0.9895,                0.99347,                0.90531,                0.53833,                 0.3366,                0.78934,             0.00068628,             0.00068628,             0.00068628
                    107,                0.62822,                0.37759,                0.83693,                0.99169,                0.99101,                0.99374,                0.89826,                0.56098,                 0.3373,                 0.7907,              0.0006792,              0.0006792,              0.0006792
                    108,                0.59879,                 0.3483,                0.81435,                0.99048,                0.99248,                0.99382,                0.90567,                0.54503,                0.32874,                0.79076,             0.00067213,             0.00067213,             0.00067213
                    109,                 0.6066,                0.34166,                0.82366,                0.99123,                 0.9916,                0.99381,                0.90496,                0.56201,                0.32488,                0.79325,             0.00066506,             0.00066506,             0.00066506
                    110,                0.58093,                0.34349,                0.82682,                0.99333,                 0.9916,                 0.9938,                0.90225,                 0.5662,                0.32796,                0.79419,             0.00065798,             0.00065798,             0.00065798
                    111,                0.58266,                0.34303,                 0.8236,                 0.9938,                0.99109,                0.99377,                0.89786,                0.55751,                0.33062,                0.79157,             0.00065091,             0.00065091,             0.00065091
                    112,                0.57137,                0.34538,                 0.8122,                0.99377,                0.99053,                0.99376,                0.90078,                0.55242,                0.33098,                0.78999,             0.00064384,             0.00064384,             0.00064384
                    113,                0.54844,                0.32824,                0.80943,                0.99218,                0.99088,                0.99364,                0.91157,                0.50302,                 0.3118,                0.78631,             0.00063676,             0.00063676,             0.00063676
                    114,                0.56299,                0.34096,                0.82723,                0.99157,                0.99146,                0.99368,                0.91152,                0.50493,                0.31509,                0.78653,             0.00062969,             0.00062969,             0.00062969
